,Reviews,Polarity,Predicted Polarity
2368,no comments review is an image,0,0
2369,no comments review is an image,0,0
2370,no comments review is an image,0,0
2371,no comments review is an image,0,0
2372,no comments review is an image,0,0
2373,no comments review is an image,0,0
2374,no comments review is an image,0,0
2375,no comments review is an image,0,0
2376,no comments review is an image,0,0
2377,no comments review is an image,0,0
2378,i really love this,1,1
2379,missing the make up removers,-1,-1
2380,came as described,0,0
2381,fast delivery,1,1
2382,its perfect,1,1
2383,mascara smudged even all day in zircon office,-1,0
2384,no comments review is an image,0,0
2385,no comments review is an image,0,0
2386,no comments review is an image,0,0
2387,no comments review is an image,0,0
2388,no comments review is an image,0,0
2389,no comments review is an image,0,0
2390,no comments review is an image,0,0
2391,no comments review is an image,0,0
2392,no comments review is an image,0,0
2393,no comments review is an image,0,0
2394,no comments review is an image,0,0
2395,no comments review is an image,0,0
2396,i think it is ok for the price but i do not like that it applies in a thick layer and it is difficult to make it subtle on lashes,-1,-1
2397,great product been using it ever since its launched,1,1
2398,super disappointed,0,-1
2399,the product manufacture date was jan 2018,0,0
2400,that was more than 1 5 years,0,0
2401,what an old stock,0,0
2402,no comments review is an image,0,0
2403,i think it is ok for the price but i do not like that it applies in a thick layer and it is difficult to make it subtle on lashes,-1,-1
2404,great product been using it ever since its launched,1,1
2405,super disappointed,0,-1
2406,the product manufacture date was jan 2018,0,0
2407,that was more than 1 5 years,0,0
2408,what an old stock,0,0
2409,no comments review is an image,0,0
2410,fast delivery item received in good condition not yet try hope it good overall happy with the purchase,1,1
2411,happy purchase,1,1
2412,im tanned skin but not so much and it fits perfectly and i love that it int cakey and is so easy to apply love it,1,1
2413,got mine but did not get the free make up remover for this promo stated i should get three,0,0
2414,correct product came good delivery time and a free gift was included as well,1,1
2415,much appreciated,1,0
2416,manufactured in july bought in november,0,0
2417,fast delivery came in bubble wrap to keep bottle safe,1,1
2418,fast delivery completely satisfied with the product,1,1
2419,nicely packaged with an airbag in the small box to prevent and damage to the product,1,1
2420,goods received yet to try,1,0
2421,took a little long to arrive but item is correct and order is complete,1,0
2422,delivery was fast,1,1
2423,item well received however did not receive the 3 free makeup remover as per cover photo,1,1
2424,feel that it was misleading,-1,0
2425,product is good,1,1
2426,however as per the package deal i got it was supposed to come with a makeup remover which i did not receive,0,0
2427,very happy with purchase,1,1
2428,great product got a free mini sized lipstick with it thanks seller,1,1
2429,no comments review is an image,0,0
2430,no comments review is an image,0,0
2431,no comments review is an image,0,0
2432,no comments review is an image,0,0
2433,no comments review is an image,0,0
2434,fast,1,1
2435,item received in tact meg date was aug 2019 thank you seller,0,0
2436,good,1,1
2437,long expiry date,0,0
2438,no comments review is an image,0,0
2439,I have order brighter skin tone colour foundation,1,1
2440,hopefully get more fair color too dark for me,1,1
2441,but product is good,1,1
2442,fast delivery,1,1
2443,good product good packaging good value when its on sale,1,1
2444,well received,1,1
2445,cheaper than retail,1,1
2446,i always love this foundation from maybelle,1,1
2447,this is my ord time i bought this,0,0
2448,love the free lipstick that came with it on 11 11,1,1
2449,delivery was fast product exactly as stated,1,1
2450,comes with a free lipstick,1,1
2451,highly recommended,1,1
2452,fast delivery would definitely buy from them again,1,1
2453,comes with a lipstick as well,1,1
2454,no comments review is an image,0,0
2455,no comments review is an image,0,0
2456,i did not receive free gift,1,1
2457,lousy if you have limited freebie to giveaway please inform or write clearly in your page,0,0
2458,there is no gift of make up remover,0,0
2459,and also delivery is more than dead line,-1,1
2460,disappointed,-1,-1
2461,promo was misleading as i did not receive the free makeup removers,0,1
2462,no comments review is an image,0,0
2463,no comments review is an image,0,0
2464,no comments review is an image,0,0
2465,no comments review is an image,0,0
2466,no comments review is an image,0,0
2467,no comments review is an image,0,0
2468,no comments review is an image,0,0
2469,no comments review is an image,0,0
2470,no comments review is an image,0,0
2471,no comments review is an image,0,0
2472,no comments review is an image,0,0
2473,no comments review is an image,0,0
2474,no comments review is an image,0,0
2475,no comments review is an image,0,0
2476,no comments review is an image,0,0
2477,no comments review is an image,0,0
2478,no comments review is an image,0,0
2479,no comments review is an image,0,0
2480,no comments review is an image,0,0
2481,no comments review is an image,0,0
2482,no comments review is an image,0,0
2483,no comments review is an image,0,0
2484,no comments review is an image,0,0
2485,no comments review is an image,0,0
2486,no comments review is an image,0,0
2487,no comments review is an image,0,0
2488,product received on the and day after ordering,0,0
2489,prompt delivery and item came well packed in bubble wrapped envelope,1,1
2490,shade is just nice for me too,1,1
2491,value for money,0,0
2492,lightly applied on my cheeks and saw pore minimising effect,0,0
2493,love it,1,1
2494,received items well in bubble package,1,1
2495,delivered on th day from order date,0,0
2496,fast delivery,1,1
2497,as good as advertised,1,1
2498,delivery was fast,1,1
2499,received in good condition,1,1
2500,good coverage delivery time ok,1,1
2501,wow super fast delivery,1,1
2502,perfect for me,1,1
2503,item received in good condition,1,1
2504,they looks good and authentic,1,1
2505,great product,1,1
2506,fast delivery,1,1
2507,product is good matches my skin tone,1,1
2508,however it takes too long for a local delivery,0,0
2509,hence only 2 star given as i had to wait weeks from the day i ordered,0,0
2510,no comments review is an image,0,0
2511,bought shade 120 more common color but a bit light for me will buy again,0,0
2512,no comments review is an image,0,0
2513,item is as described,0,0
2514,seller is very efficient and the delivery is quite fast too,1,1
2515,prompt delivery speedy replies,1,1
2516,as usual wow perfect for dusky indian skin tone,1,1
2517,fast delivery,1,1
2518,very good,1,1
2519,will order again,0,0
2520,not bad quality,1,1
2521,good and come in with good package,1,1
2522,came after 8 days received in good condition,1,1
2523,was surprised the shade matches me,0,0
2524,no comments review is an image,0,0
2525,very nice,1,1
2526,awesome,1,1
2527,awesome,1,1
2528,item received today but looking color different from my old one i do not know,0,0
2529,no comments review is an image,0,0
2530,no comments review is an image,0,0
2531,no comments review is an image,0,0
2532,no comments review is an image,0,0
2533,no comments review is an image,0,0
2534,no comments review is an image,0,0
2535,no comments review is an image,0,0
2536,no comments review is an image,0,0
2537,no comments review is an image,0,0
2538,no comments review is an image,0,0
2539,no comments review is an image,0,0
2540,no comments review is an image,0,0
2541,no comments review is an image,0,0
2542,no comments review is an image,0,0
2543,no comments review is an image,0,0
2544,no comments review is an image,0,0
2545,no comments review is an image,0,0
2546,no comments review is an image,0,0
2547,no comments review is an image,0,0
2548,no comments review is an image,0,0
2549,no comments review is an image,0,0
2550,no comments review is an image,0,0
2551,no comments review is an image,0,0
2552,no comments review is an image,0,0
2553,no comments review is an image,0,0
2554,no comments review is an image,0,0
2555,no comments review is an image,0,0
2556,no comments review is an image,0,0
2557,no comments review is an image,0,0
2558,no comments review is an image,0,0
2559,no comments review is an image,0,0
2560,no comments review is an image,0,0
2561,no comments review is an image,0,0
2562,no comments review is an image,0,0
2563,no comments review is an image,0,0
2564,no comments review is an image,0,0
2565,no comments review is an image,0,0
2566,no comments review is an image,0,0
2567,no comments review is an image,0,0
2568,no comments review is an image,0,0
2569,no comments review is an image,0,0
2570,no comments review is an image,0,0
2571,no comments review is an image,0,0
2572,no comments review is an image,0,0
2573,no comments review is an image,0,0
2574,the delivery was very fast,1,1
2575,i got them 2 days after i placed my order,0,0
2576,i received them in a very good condition and exactly the color i ordered,1,1
2577,i will buy them again,0,0
2578,no comments review is an image,0,0
2579,i did not know that i have to personally collect the item cause it did not state when i first order it there is some miscommunication later on when i receive another message then i realise that i have to pick up the item,0,0
2580,to canada,0,0
2581,item was left at my door as nobody was home when it was delivered,0,0
2582,no phone call or message,0,0
2583,compact power was all broken,0,0
2584,no seal on the box either,0,0
2585,trying to contact canada but no reply yet,0,0
2586,produce is genuine,1,1
2587,great price,1,1
2588,will purchase again,0,0
2589,i am very satisfied with the product,1,1
2590,fast delivery and happy with my purchased,1,1
2591,thank you seller,0,0
2592,shipping made to wrong address to a different block building even,-1,-1
2593,package found in a stranger s mailbox,-1,-1
2594,got my package for the kind hearted person brought it to my house,0,0
2595,my girlfriend guy,0,0
2596,delivery was fast,1,1
2597,got it the next day,0,0
2598,good deal,1,1
2599,quick delivery but the powder arrived completely shattered,0,0
2600,good oil control bit coverage is light only for me but nice to use for everyday,1,1
2601,no comments review is an image,0,0
2602,ordered 3 items in total but only 2 came this did not arrived took more than half a month to arrived although its stated as 3 5 working days,0,0
2603,not the most fabulous shipping experience,-1,-1
2604,no comments review is an image,0,0
2605,powder received safely and in tact meg date was july 2019 which is good,1,1
2606,well received,1,1
2607,no comments review is an image,0,0
2608,no comments review is an image,0,0
2609,good,1,1
2610,already broken,-1,0
2611,no comments review is an image,0,0
2612,no comments review is an image,0,0
2613,no comments review is an image,0,0
2614,no comments review is an image,0,0
2615,no comments review is an image,0,0
2616,no comments review is an image,0,0
2617,no comments review is an image,0,0
2618,no comments review is an image,0,0
2619,no comments review is an image,0,0
2620,no comments review is an image,0,0
2621,no comments review is an image,0,0
2622,no comments review is an image,0,0
2623,no comments review is an image,0,0
2624,no comments review is an image,0,0
2625,no comments review is an image,0,0
2626,no comments review is an image,0,0
2627,no comments review is an image,0,0
2628,no comments review is an image,0,0
2629,no comments review is an image,0,0
2630,no comments review is an image,0,0
2631,no comments review is an image,0,0
2632,no comments review is an image,0,0
2633,no comments review is an image,0,0
2634,no comments review is an image,0,0
2635,no comments review is an image,0,0
2636,no comments review is an image,0,0
2637,repeated purchase,0,0
2638,use efficient and pleasant customer service,1,1
2639,received product next day,0,0
2640,very happy with product not yet tried as this is my second order,1,1
2641,the last powder is different colour but still suits my skin,0,0
2642,only starts to fade on my noise after six hours otherwise very good for over foundation,0,0
2643,will keep ordering,0,0
2644,am already loving this product suits my skin very well,1,1
2645,this is my and repurchase and will definitely be more,0,0
2646,came after 8 days received in good condition,1,1
2647,was surprised the shade matches me quite well but amount look lesser,1,1
2648,fast delivery,1,1
2649,best loose powder,0,1
2650,ever,0,0
2651,beats laura mercier and other higher end brands hands down,0,0
2652,very finely milled,1,0
2653,packaging is cumbersome though as its square instead of round,-1,-1
2654,fast delivery,1,1
2655,love the powder sets well and last pretty long as well,1,1
2656,the colour is straight up orange,0,0
2657,i dont get why when i put it on my face it just makes me super orange,0,0
2658,love this product so much,1,1
2659,even colour light also too dark for me,-1,-1
2660,no comments review is an image,0,0
2661,no comments review is an image,0,0
2662,i love the powder finely miles smooth but hate the seller,1,1
2663,it took one month to receive my order,0,0
2664,had to follow-up numerous times to receive my order ate the seller,0,0
2665,love it,1,1
2666,ok but colour a bit dark,-1,-1
2667,no comments review is an image,0,0
2668,no comments review is an image,0,0
2669,no comments review is an image,0,0
2670,no comments review is an image,0,0
2671,no comments review is an image,0,0
2672,no comments review is an image,0,0
2673,no comments review is an image,0,0
2674,no comments review is an image,0,0
2675,no comments review is an image,0,0
2676,no comments review is an image,0,0
2677,no comments review is an image,0,0
2678,no comments review is an image,0,0
2679,no comments review is an image,0,0
2680,good i like the product,1,1
2681,and the color is match my skin shade,0,0
2682,very good foundation that is not sticky and blend nicely,1,1
2683,cheaper than retail as well,1,1
2684,no comments review is an image,0,0
2685,did not receive the free gift of 3 make up remover,1,1
2686,no comments review is an image,0,0
2687,no comments review is an image,0,0
2688,no comments review is an image,0,0
2689,loved this dewy look,1,1
2690,light coverage,0,0
2691,item was packed really well,1,1
2692,got a free lippy too,1,1
2693,tvs,0,0
2694,super fast delivery,1,1
2695,bought on 11 11 and came next day,0,0
2696,super awesome,1,1
2697,have not tried product tho,0,0
2698,come in good condition,1,1
2699,no comments review is an image,0,0
2700,no comments review is an image,0,0
2701,no comments review is an image,0,0
2702,no comments review is an image,0,0
2703,no comments review is an image,0,0
2704,oxidised and makes you look a little dull as the hours goes by,0,0
2705,however it blends really easily and lasts pretty decently,1,1
2706,I will recommend mixing this with a lighter foundation to prevent dull skin,1,1
2707,they gave me may 2018 stock,0,0
2708,i am very upset about it,-1,-1
2709,i will not purchase it again through canada platform,0,0
2710,will be great if they can state that they are selling at a lower price due to later manufacturing date,0,0
2711,ordered item on friday morning received item on saturday morning am ish,0,0
2712,foundation seal was broken and there is a strand of hair in the bottle near pump area,-1,-1
2713,wrong shade,-1,-1
2714,colour a bit dark,-1,-1
2715,no comments review is an image,0,0
2716,no comments review is an image,0,0
2717,no comments review is an image,0,0
2718,no comments review is an image,0,0
2719,no comments review is an image,0,0
2720,delivery was super fast,1,1
2721,love that it is easy to use the colour does not pop out,1,1
2722,does the job pretty good brow stain but it does not last long,0,0
2723,first time using,0,0
2724,steps sound simple,0,0
2725,hope it is as good as advertised,1,1
2726,delivery was very fast though,1,1
2727,only thing is the manufactured year is in nov 17 2 yrs ago,0,0
2728,but thank you seller for your free gift that was unexpected and pleasant,1,1
2729,product does work as it stated,1,1
2730,however it takes too long for a local delivery,0,0
2731,hence only 2 star given as i had to wait weeks from the day i ordered,0,0
2732,i like it,1,1
2733,gel seems a bit dry,0,0
2734,feel like you cant use the product a lot before content dries up,1,1
2735,no comments review is an image,0,0
2736,no comments review is an image,0,0
2737,no comments review is an image,0,0
2738,no comments review is an image,0,0
2739,no comments review is an image,0,0
2740,no comments review is an image,0,0
2741,no comments review is an image,0,0
2742,no comments review is an image,0,0
2743,no comments review is an image,0,0
2744,no comments review is an image,0,0
2745,no comments review is an image,0,0
2746,received the package,0,0
2747,love it,1,1
2748,colour is great just takes a bit more effort to draw on,1,1
2749,no comments review is an image,0,0
2750,no comments review is an image,0,0
2751,no comments review is an image,0,0
2752,expiring soon,0,0
2753,no comments review is an image,0,0
2754,people kept raving about this and i wanted to see what the hype was about and it did not disappoint,0,0
2755,it is quite good good coverage and blends well,1,1
2756,one of the best drugstore options for concealer or even just in general,1,1
2757,would recommend sand is good for lighter warm neutral skin tone,1,1
2758,love it,1,1
2759,cheaper than retail,1,1
2760,one of my favourite underlie concealer coverage is not fantastic but what you want this concealer for is its light texture blendability and brightening effect,0,0
2761,price cheaper here due to 11 11 sale vs price in stores,1,1
2762,have bought this many times in drugstore and will continue purchasing,0,0
2763,item came in good condition,1,1
2764,took a while to keep twisting until the fluid came out but the coverage is really good,1,1
2765,i have ordered 1 honey 1 sand colour in 2 separate order,0,0
2766,on 19 dec i only received a sand colour and not honey when i was asked to sign by their delivery courier urban fox,0,0
2767,i actually have submitted the details on this review but it is not reflected when i gave a 2 stars rating,0,0
2768,the item i received on this order is sand and also their invoice stated sand colour,0,0
2769,till date i have yet to receive my other order but seller said i have acknowledged receipt,0,0
2770,i was definitely very angry and upset when i realized that my signature has been fabricated,-1,-1
2771,there re only 2 deliveries by urban fox,0,0
2772,on 15 dec i received 2 liese hair colours and 19 dec a sand colour concealer,0,0
2773,i do not know where is my other order but I am definitely sure that my signature has been fabricated,0,0
2774,i pay for what i buy so i want my item,0,0
2775,why would i want to cheat you for a 14 product,-1,-1
2776,in view of this incident I am totally very upset about you and canada for simply ignore my concern,-1,-1
2777,ordered on apr and received on apr in the mailbox,0,0
2778,it can cover my dark spots,-1,-1
2779,it does crease in my eye area,0,0
2780,good and fast delivery,1,1
2781,exactly what i ordered,0,0
2782,thanks,0,0
2783,great product have repurchased more than 10 times,1,1
2784,very worth to buy during 11 11 sales,1,1
2785,first time use n fall in love with it,0,0
2786,it can blend well with my dry skin,1,1
2787,will buy again,0,0
2788,came within a week,0,0
2789,a very good buy,1,1
2790,the manufacturing date is jan 2019,0,0
2791,item received in good condition,1,1
2792,speedy delivery as well,1,1
2793,have not used it yet but when i swatch it the colour is very pink toned and does not match me,0,0
2794,also did not receive any makeup removers at all when the picture shows that you will receive 3 free with the purchase of this,0,1
2795,misleading info,-1,0
2796,bought this during the 9 9 flash deal and promised to have come with the makeup remover,1,1
2797,but totally none,0,0
2798,only received the concealer,0,0
2799,i bought it before with other seller and it did come with the promised makeup remover,1,1
2800,totally unacceptable,-1,0
2801,please do not mislead the buyers again,1,0
2802,item delivered in good order,1,1
2803,good as advertised,1,1
2804,received in good condition,1,1
2805,have not tried yet,0,0
2806,came as described,0,0
2807,best concealer hands down,1,1
2808,super packaging,1,1
2809,quick delivery,1,1
2810,item is as described,0,0
2811,seller is very efficient and the delivery is quite fast too,1,1
2812,received well,1,1
2813,product was packaged nicely,1,1
2814,amazing product,1,1
2815,it covers the dark circles under my eyes greatly,-1,-1
2816,one complain is that it creases over time,0,0
2817,all good,1,1
2818,ordered 3 items in total but only 2 came,0,0
2819,took more than half a month to arrived although its stated as 3 5 working days,0,0
2820,not the most fabulous shipping experience,-1,-1
2821,conceals well,1,1
2822,but have to reapply after few hours,0,0
2823,no comments review is an image,0,0
2824,no comments review is an image,0,0
2825,product received but no free gifts as stipulated,-1,-1
2826,no comments review is an image,0,0
2827,no comments review is an image,0,0
2828,after such a long wait finally received my honey colour today,0,0
2829,fast delivery,1,1
2830,yet to try it,0,0
2831,color too dark for me,-1,-1
2832,thanks for the free gift,1,1
2833,no comments review is an image,0,0
2834,i love it,1,1
2835,never give the free make up remover,1,1
2836,received only concealer without the promised gifts,1,1
2837,seriously absurd,1,0
2838,no comments review is an image,0,0
2839,awesome,1,1
2840,nice,1,1
2841,i order the sand tone but was given the 120 light tone,0,0
2842,no comments review is an image,0,0
2843,no comments review is an image,0,0
2844,no comments review is an image,0,0
2845,no comments review is an image,0,0
2846,no comments review is an image,0,0
2847,no comments review is an image,0,0
2848,no comments review is an image,0,0
2849,no comments review is an image,0,0
2850,no comments review is an image,0,0
2851,no comments review is an image,0,0
2852,no comments review is an image,0,0
2853,no comments review is an image,0,0
2854,no comments review is an image,0,0
2855,no comments review is an image,0,0
2856,no comments review is an image,0,0
2857,no comments review is an image,0,0
2858,no comments review is an image,0,0
2859,no comments review is an image,0,0
2860,no comments review is an image,0,0
2861,no comments review is an image,0,0
2862,no comments review is an image,0,0
2863,no comments review is an image,0,0
2864,no comments review is an image,0,0
2865,no comments review is an image,0,0
2866,no comments review is an image,0,0
2867,no comments review is an image,0,0
2868,no comments review is an image,0,0
2869,no comments review is an image,0,0
2870,no comments review is an image,0,0
2871,no comments review is an image,0,0
2872,no comments review is an image,0,0
2873,no comments review is an image,0,0
2874,no comments review is an image,0,0
2875,no comments review is an image,0,0
2876,no comments review is an image,0,0
2877,no comments review is an image,0,0
2878,no comments review is an image,0,0
2879,no comments review is an image,0,0
2880,no comments review is an image,0,0
2881,no comments review is an image,0,0
2882,no comments review is an image,0,0
2883,no comments review is an image,0,0
2884,no comments review is an image,0,0
2885,no comments review is an image,0,0
2886,no comments review is an image,0,0
2887,no comments review is an image,0,0
2888,no comments review is an image,0,0
2889,no comments review is an image,0,0
2890,no comments review is an image,0,0
2891,no comments review is an image,0,0
2892,no comments review is an image,0,0
2893,no comments review is an image,0,0
2894,no comments review is an image,0,0
2895,no comments review is an image,0,0
2896,no comments review is an image,0,0
2897,no comments review is an image,0,0
2898,no comments review is an image,0,0
2899,no comments review is an image,0,0
2900,no comments review is an image,0,0
2901,no comments review is an image,0,0
2902,no comments review is an image,0,0
2903,no comments review is an image,0,0
2904,no comments review is an image,0,0
2905,no comments review is an image,0,0
2906,no comments review is an image,0,0
2907,no comments review is an image,0,0
2908,no comments review is an image,0,0
2909,no comments review is an image,0,0
2910,no comments review is an image,0,0
2911,no comments review is an image,0,0
2912,no comments review is an image,0,0
2913,no comments review is an image,0,0
2914,no comments review is an image,0,0
2915,no comments review is an image,0,0
2916,disappointed that the protective seal was already cut open,0,0
2917,it should be the case for new products,0,0
2918,ordered on apr and received on apr in the mailbox,0,0
2919,it can cover my dark spots,-1,-1
2920,it does crease in my eye area,0,0
2921,fast delivery,1,1
2922,fast delivery,1,1
2923,wow super fast delivery,1,1
2924,not as good as the age rewind for underlie concealer,-1,-1
2925,probably works better on face,1,1
2926,shipping made to wrong address to a different block building even,-1,-1
2927,package found in a stranger s mailbox,-1,-1
2928,got my package for the kind hearted person brought it to my house,0,0
2929,very high coverage,0,0
2930,everything was covered,0,0
2931,fast delivery,1,1
2932,as per in the shop,0,0
2933,received with good condition,1,1
2934,thanks,0,0
2935,great item and color,1,1
2936,fast delivery,1,1
2937,came after 8 days received in good condition,1,1
2938,was surprised the shade matches me,0,0
2939,no comments review is an image,0,0
2940,ordered 3 items in total but only 2 came,0,0
2941,took more than half a month to arrived although its stated as 3 5 working days,0,0
2942,not the most fabulous shipping experience,-1,-1
2943,love this concealer,1,1
2944,very lightweight and feels good on the skin,1,1
2945,no comments review is an image,0,0
2946,satisfied,1,1
2947,very nice,1,1
2948,very good product,1,1
2949,nice campaign,1,1
2950,product is good,1,1
2951,color not that fair for under eye concealed,-1,-1
2952,great,1,1
2953,product came without safety seal and tube looked empty,0,0
2954,very little product,0,0
2955,no comments review is an image,0,0
2956,no comments review is an image,0,0
2957,no comments review is an image,0,0
2958,no comments review is an image,0,0
2959,no comments review is an image,0,0
2960,no comments review is an image,0,0
2961,no comments review is an image,0,0
2962,no comments review is an image,0,0
2963,no comments review is an image,0,0
2964,no comments review is an image,0,0
2965,no comments review is an image,0,0
2966,no comments review is an image,0,0
2967,no comments review is an image,0,0
2968,no comments review is an image,0,0
2969,no comments review is an image,0,0
2970,no comments review is an image,0,0
2971,no comments review is an image,0,0
2972,no comments review is an image,0,0
2973,no comments review is an image,0,0
2974,no comments review is an image,0,0
2975,no comments review is an image,0,0
2976,no comments review is an image,0,0
2977,no comments review is an image,0,0
2978,no comments review is an image,0,0
2979,no comments review is an image,0,0
2980,no comments review is an image,0,0
2981,no comments review is an image,0,0
2982,no comments review is an image,0,0
2983,no comments review is an image,0,0
2984,no comments review is an image,0,0
2985,no comments review is an image,0,0
2986,no comments review is an image,0,0
2987,no comments review is an image,0,0
2988,no comments review is an image,0,0
2989,no comments review is an image,0,0
2990,no comments review is an image,0,0
2991,no comments review is an image,0,0
2992,no comments review is an image,0,0
2993,no comments review is an image,0,0
2994,no comments review is an image,0,0
2995,no comments review is an image,0,0
2996,no comments review is an image,0,0
2997,it is really useful to correct my dark circle,1,0
2998,awesome,1,1
2999,delivered on time,0,0
3000,no comments review is an image,0,0
3001,no comments review is an image,0,0
3002,well packaged,1,1
3003,can not wait to try,0,0
3004,love this colour,1,1
3005,no comments review is an image,0,0
3006,no comments review is an image,0,0
3007,came as described,0,0
3008,good pigment,1,1
3009,package arrived broken,-1,-1
3010,manufactured 2018,0,0
3011,no comments review is an image,0,0
3012,no comments review is an image,0,0
3013,no comments review is an image,0,0
3014,no comments review is an image,0,0
3015,no comments review is an image,0,0
3016,it is like the normal lipstick easy to remove but nice color,1,1
3017,i like it very very good lipstick and same with sample,1,1
3018,fast delivery,1,1
3019,love the colour,1,1
3020,love this colour,1,1
3021,price is much cheaper then in store during promotion,1,1
3022,my favourite daily lip wear,0,0
3023,this will stay on ur lip nice color,1,1
3024,the very left one,0,0
3025,not a great color match for tanned skin,-1,-1
3026,i always love the superstar lipstick,1,1
3027,just adding more to my colour collection when it is on sale,0,0
3028,missing the make up removers,-1,-1
3029,nic s colour,0,0
3030,really super water proof,1,1
3031,delivered the next day and items were packed well with a free lipstick,1,1
3032,much better to order online as opposed to purchasing in stores,1,1
3033,good product,1,1
3034,nice colour,1,1
3035,depending on user colour might appear coral ish or mauve,0,0
3036,do not really fancy the colour and it is quite drying,1,1
3037,it does last long tho,0,0
3038,safely arrived,1,1
3039,gorgeous colour,1,0
3040,nice,1,1
3041,works same as advertised,1,1
3042,nice product,1,1
3043,staying power is very long,0,0
3044,very happy with the products,1,1
3045,very fast delivery,1,1
3046,i think u delivered wrong color,-1,-1
3047,love the colour on my lips,1,1
3048,it does stay long on the lips,0,0
3049,really stays on for long hours,0,0
3050,I am impressed,1,1
3051,and able half price from retail on 11 11,0,0
3052,this particular shade does not last long and cracks easily regardless of how much prep i do on my lips,-1,-1
3053,arrived earlier than what was stated,0,0
3054,good packaging,1,1
3055,this is like false advertisement,0,1
3056,the color is not what it looks in the add it is super pale and i can not wear it at all,0,0
3057,makes me look like a pale sick person,0,0
3058,no comments review is an image,0,0
3059,no comments review is an image,0,0
3060,no comments review is an image,0,0
3061,good,1,1
3062,super love,1,1
3063,arrived so fast the next day and in good condition,1,1
3064,my friends love the colours,1,1
3065,so happy with the purchase and my favourite colour,1,1
3066,thanks for the extra gift,0,0
3067,dry,0,0
3068,the colour a bit different then picture thank you canada i receive my item in good condition,0,0
3069,it does not come with make up remover as posted,0,0
3070,the shade is good but disappointed that it chips after sometime,0,0
3071,really upsetting,-1,0
3072,no comments review is an image,0,0
3073,no comments review is an image,0,0
3074,no comments review is an image,0,0
3075,no comments review is an image,0,0
3076,no comments review is an image,0,0
3077,no comments review is an image,0,0
3078,no comments review is an image,0,0
3079,no comments review is an image,0,0
3080,no comments review is an image,0,0
3081,no comments review is an image,0,0
3082,no comments review is an image,0,0
3083,no comments review is an image,0,0
3084,no comments review is an image,0,0
3085,no comments review is an image,0,0
3086,no comments review is an image,0,0
3087,no comments review is an image,0,0
3088,no comments review is an image,0,0
3089,no comments review is an image,0,0
3090,no comments review is an image,0,0
3091,no comments review is an image,0,0
3092,creamy texture which gives smooth application,1,1
3093,moreover the tip is sharp which gives a high ease when trying to colour the corners of the lips,1,1
3094,however the tip tends to be a bit hard as well,0,0
3095,shortly after applying i felt that the ink is a bit sticky on the lips which went away after a while,-1,-1
3096,it is surprisingly very transfer proof as it did not come off when i tried to rub it off with my fingers,0,0
3097,however when i tried to remove it with my make up remover some of the product stayed on my lips,0,0
3098,not sure if the product is too strong or the make up remover water based is weak,0,0
3099,the colour is highly pigmented which suits perfectly on my lips and i would highly recommend this product to everyone,1,1
3100,creamy texture which gives smooth application,1,1
3101,moreover the tip is sharp which gives a high ease when trying to colour the corners of the lips,1,1
3102,however the tip tends to be a bit hard as well,0,0
3103,shortly after applying i felt that the ink is a bit sticky on the lips which went away after a while,-1,-1
3104,it is surprisingly very transfer proof as it did not come off when i tried to rub it off with my fingers,0,0
3105,however when i tried to remove it with my make up remover some of the product stayed on my lips,0,0
3106,not sure if the product is too strong or the make up remover water based is weak,0,0
3107,the colour is highly pigmented which suits perfectly on my lips and i would highly recommend this product to everyone,1,1
3108,creamy texture which gives smooth application,1,1
3109,moreover the tip is sharp which gives a high ease when trying to colour the corners of the lips,1,1
3110,however the tip tends to be a bit hard as well,0,0
3111,shortly after applying i felt that the ink is a bit sticky on the lips which went away after a while,-1,-1
3112,it is surprisingly very transfer proof as it did not come off when i tried to rub it off with my fingers,0,0
3113,however when i tried to remove it with my make up remover some of the product stayed on my lips,0,0
3114,not sure if the product is too strong or the make up remover water based is weak,0,0
3115,the colour is highly pigmented which suits perfectly on my lips and i would highly recommend this product to everyone,1,1
3116,creamy texture which gives smooth application,1,1
3117,moreover the tip is sharp which gives a high ease when trying to colour the corners of the lips,1,1
3118,however the tip tends to be a bit hard as well,0,0
3119,shortly after applying i felt that the ink is a bit sticky on the lips which went away after a while,-1,-1
3120,it is surprisingly very transfer proof as it did not come off when i tried to rub it off with my fingers,0,0
3121,however when i tried to remove it with my make up remover some of the product stayed on my lips,0,0
3122,not sure if the product is too strong or the make up remover water based is weak,0,0
3123,the colour is highly pigmented which suits perfectly on my lips and i would highly recommend this product to everyone,1,1
3124,super stay matte ink really stays,1,1
3125,however careful not to apply wrongly as it is really difficult to remove,-1,-1
3126,it will take a few mins to dry after it dried it really stays,0,0
3127,whether eating or drinking it does not stain,1,1
3128,I have been looking for a lip color that stays and this one really does the job it does accentuate the dry lines on my lips to a mild extent and also be sure to exfoliative the dead skin on your lips before applying this,0,0
3129,i got the heroine color but it is too red for my liking,1,1
3130,I will probably buy the other pinkish colors,0,0
3131,super stay matte ink really stays,1,1
3132,however careful not to apply wrongly as it is really difficult to remove,-1,-1
3133,it will take a few mins to dry after it dried it really stays,0,0
3134,whether eating or drinking it does not stain,1,1
3135,I have been looking for a lip color that stays and this one really does the job it does accentuate the dry lines on my lips to a mild extent and also be sure to exfoliative the dead skin on your lips before applying this,0,0
3136,i got the heroine color but it is too red for my liking,1,1
3137,I will probably buy the other pinkish colors,0,0
